user_id,item_id
4,8017
4,8323
4,450
4,3764
4,658
4,8324
4,8327
4,5888
4,4369
4,8213
4,307
4,741
4,5785
4,7711
4,8341
4,7791
4,2703
4,1273
4,2020
4,1125
6,8323
6,8017
6,450
6,7652
6,8388
6,371
6,8324
6,1035
6,3660
6,1576
6,432
6,2092
6,735
6,8341
6,1224
6,3684
6,5785
6,1493
6,368
6,1004
7,1052
7,1730
7,1576
7,39
7,4369
7,7914
7,532
7,5888
7,302
7,1179
7,5045
7,8324
7,658
7,324
7,8341
7,551
7,5785
7,8338
7,1151
7,1043
32,4369
32,5785
32,371
32,735
32,8324
32,39
32,288
32,1180
32,2526
32,261
32,4566
32,450
32,6767
32,1028
32,1236
32,8429
32,368
32,8379
32,3764
32,658
34,5238
34,8323
34,8462
34,8017
34,1881
34,288
34,260
34,114
34,7719
34,5888
34,8398
34,1043
34,39
34,725
34,450
34,7286
34,1894
34,785
34,1039
34,8324
35,5785
35,8341
35,8324
35,3815
35,261
35,673
35,1236
35,391
35,2037
35,1043
35,1273
35,450
35,8426
35,5888
35,5889
35,5442
35,4369
35,3203
35,915
35,39
39,8270
39,1709
39,8205
39,1375
39,4359
39,759
39,333
39,1121
39,1028
39,2450
39,1525
39,5899
39,8398
39,658
39,856
39,368
39,1413
39,8258
39,2707
39,140
40,1880
40,4136
40,1988
40,7719
40,358
40,333
40,1087
40,140
40,5378
40,691
40,8467
40,1866
40,1151
40,1224
40,4438
40,1273
40,7914
40,1525
40,7791
40,5889
41,2505
41,4141
41,1844
41,1115
41,6929
41,594
41,7307
41,3903
41,506
41,7650
41,5445
41,983
41,8363
41,1841
41,859
41,6378
41,957
41,479
41,8323
41,8017
52,6929
52,5889
52,6378
52,2839
52,658
52,4084
52,5370
52,4361
52,1180
52,974
52,2145
52,983
52,785
52,1126
52,1266
52,632
52,3766
52,8472
52,650
52,1697
54,4438
54,1525
54,333
54,1596
54,4141
54,1880
54,5889
54,1866
54,140
54,1080
54,3624
54,8213
54,6612
54,1867
54,8270
54,7914
54,343
54,1043
54,8311
54,753
62,140
62,3471
62,3766
62,8429
62,401
62,8205
62,602
62,4934
62,8213
62,333
62,2041
62,1325
62,1087
62,2602
62,787
62,2846
62,6378
62,368
62,8258
62,506
70,594
70,7431
70,8508
70,7868
70,5445
70,2071
70,4185
70,3766
70,1017
70,784
70,1143
70,2427
70,8363
70,1525
70,8506
70,4246
70,506
70,1080
70,4991
70,333
80,3471
80,2602
80,5442
80,615
80,703
80,8508
80,119
80,8205
80,2502
80,5889
80,7914
80,7650
80,55
80,658
80,5888
80,1325
80,1043
80,8431
80,39
80,8496
85,5108
85,1733
85,5445
85,2902
85,5453
85,4141
85,8363
85,3072
85,4578
85,1759
85,3624
85,468
85,8218
85,3764
85,8258
85,2020
85,678
85,3254
85,2145
85,1180
86,3764
86,2189
86,1881
86,6398
86,6145
86,6416
86,520
86,434
86,5888
86,1684
86,8477
86,368
86,1841
86,741
86,673
86,565
86,827
86,5640
86,2839
86,3753
88,735
88,89
88,1558
88,5785
88,8341
88,640
88,8327
88,535
88,8379
88,5690
88,1053
88,5442
88,1011
88,3328
88,8353
88,5888
88,450
88,261
88,8220
88,1496
95,1662
95,479
95,5785
95,1032
95,3
95,1180
95,8324
95,6102
95,3766
95,333
95,7719
95,828
95,673
95,1635
95,647
95,658
95,859
95,983
95,5540
95,2041
98,1416
98,1662
98,8225
98,2386
98,741
98,961
98,39
98,673
98,5540
98,1150
98,8484
98,481
98,368
98,89
98,8363
98,3393
98,658
98,450
98,710
98,662
109,5889
109,4578
109,8429
109,3766
109,1733
109,1224
109,8213
109,2145
109,252
109,7914
109,1653
109,8309
109,140
109,6987
109,4877
109,2427
109,7719
109,1325
109,1083
109,415
110,741
110,39
110,3815
110,140
110,859
110,2130
110,6987
110,291
110,2395
110,8243
110,7768
110,4246
110,6863
110,368
110,3526
110,5335
110,3201
110,482
110,8379
110,1675
114,5889
114,8205
114,43
114,450
114,8363
114,1792
114,8270
114,3764
114,1018
114,1272
114,3815
114,5888
114,1576
114,2189
114,562
114,307
114,3404
114,1679
114,302
114,5785
119,5889
119,1275
119,33
119,506
119,8205
119,6378
119,1042
119,8363
119,1087
119,3903
119,594
119,8367
119,5793
119,1083
119,8323
119,8017
119,8462
119,5690
119,8419
119,2450
124,1662
124,5155
124,939
124,7914
124,1087
124,8324
124,2149
124,5716
124,140
124,974
124,3214
124,1151
124,859
124,1841
124,909
124,5540
124,39
124,8258
124,1991
124,1120
128,1180
128,3766
128,838
128,6378
128,2505
128,4456
128,5785
128,2427
128,2839
128,2071
128,4461
128,8205
128,1069
128,924
128,1653
128,8338
128,468
128,1253
128,307
128,7914
137,5889
137,3625
137,2505
137,2333
137,205
137,5238
137,1321
137,4246
137,3684
137,1053
137,1028
137,39
137,1576
137,2150
137,450
137,492
137,1867
137,1150
137,1881
137,1081
140,5889
140,1180
140,8398
140,2395
140,8205
140,3120
140,1894
140,1653
140,2895
140,5468
140,5881
140,1792
140,2505
140,7768
140,368
140,7650
140,5445
140,4361
140,647
140,4343
144,5785
144,551
144,39
144,2320
144,199
144,735
144,352
144,576
144,8429
144,8341
144,8363
144,5238
144,2067
144,764
144,450
144,8462
144,8278
144,1710
144,8426
144,89
147,8508
147,3051
147,5108
147,7868
147,4566
147,1180
147,8452
147,7431
147,1493
