user_id,item_id
4,1069
4,2868
4,5119
4,1404
4,2549
4,5795
4,6735
4,6102
4,696
4,1710
4,4690
4,483
4,12
4,1394
4,2161
4,3675
4,8017
4,8323
4,3764
4,244
6,3675
6,483
6,2868
6,2161
6,4690
6,1394
6,1069
6,5119
6,5795
6,12
6,696
6,1404
6,1710
6,6735
6,2549
6,6102
6,8017
6,244
6,8323
6,333
7,8521
7,2813
7,8311
7,725
7,2549
7,974
7,5795
7,12
7,1059
7,6508
7,39
7,3201
7,1325
7,1041
7,2395
7,1622
7,5445
7,1045
7,421
7,2734
32,4690
32,2549
32,6735
32,696
32,12
32,5795
32,1710
32,2161
32,2868
32,1069
32,5119
32,1404
32,1394
32,6102
32,8270
32,4369
32,1662
32,5785
32,735
32,8324
34,1394
34,4690
34,2868
34,2549
34,5795
34,1404
34,696
34,12
34,1710
34,6735
34,5119
34,1069
34,2161
34,6102
34,8323
34,8017
34,8462
34,5238
34,1881
34,288
35,5795
35,2549
35,6735
35,2161
35,12
35,2868
35,1404
35,1069
35,1710
35,3815
35,8324
35,5785
35,8341
35,261
35,8270
35,1236
35,2037
35,673
35,1043
35,391
39,12
39,483
39,1069
39,4690
39,696
39,6102
39,2868
39,1404
39,3675
39,2161
39,1394
39,5795
39,1710
39,5119
39,6735
39,8270
39,1709
39,8398
39,4359
39,759
40,1069
40,2868
40,2549
40,483
40,12
40,2161
40,1404
40,5795
40,6735
40,8270
40,1880
40,4136
40,7719
40,333
40,358
40,1988
40,691
40,1087
40,1151
40,1866
41,2868
41,1394
41,5795
41,1069
41,2549
41,4690
41,2161
41,1404
41,1710
41,696
41,12
41,6102
41,5119
41,3675
41,6735
41,8270
41,2505
41,1844
41,1115
41,4141
52,1069
52,5119
52,2868
52,5795
52,2549
52,6735
52,2161
52,12
52,6102
52,1404
52,6378
52,6929
52,5889
52,2839
52,4361
52,785
52,983
52,1266
52,8270
52,8472
54,6735
54,5795
54,2868
54,2161
54,2549
54,1404
54,483
54,1069
54,12
54,8270
54,4438
54,1525
54,1866
54,333
54,1596
54,1880
54,4141
54,3624
54,1080
54,140
62,3
62,4166
62,698
62,1059
62,3072
62,2846
62,2499
62,1027
62,2254
62,5444
62,3131
62,1127
62,8017
62,300
62,1325
62,5972
62,757
62,662
62,124
62,8205
70,2868
70,2161
70,6735
70,4690
70,3675
70,1069
70,2549
70,5795
70,1404
70,594
70,7431
70,8508
70,2071
70,7868
70,8270
70,4185
70,1653
70,3766
70,784
70,1017
80,1069
80,2549
80,5795
80,6735
80,1404
80,3471
80,2602
80,703
80,8508
80,5442
80,615
80,7650
80,7914
80,119
80,2502
80,8205
80,1325
80,5889
80,55
80,4558
85,5445
85,8363
85,1069
85,12
85,696
85,6102
85,2549
85,1404
85,2161
85,483
85,4690
85,1710
85,1394
85,2868
85,6735
85,5119
85,8270
85,5108
85,1733
85,4578
86,6102
86,4690
86,2868
86,12
86,1069
86,1710
86,5119
86,2161
86,1394
86,6735
86,1404
86,5795
86,2549
86,8270
86,3764
86,6398
86,1881
86,2189
86,1841
86,520
88,5795
88,2549
88,1394
88,696
88,2161
88,483
88,5119
88,1710
88,12
88,6735
88,1404
88,1069
88,4690
88,2868
88,735
88,89
88,5785
88,8341
88,1558
88,640
95,2549
95,1404
95,483
95,4690
95,5795
95,3675
95,6735
95,6102
95,5119
95,1394
95,2161
95,1069
95,1710
95,12
95,2868
95,1662
95,8270
95,479
95,5785
95,1180
98,662
98,827
98,2912
98,973
98,1538
98,4690
98,2839
98,8521
98,47
98,5119
98,1069
98,2505
98,7914
98,2707
98,2868
98,1404
98,2161
98,3803
98,725
98,1325
109,1710
109,12
109,1069
109,6735
109,2868
109,2161
109,2549
109,1404
109,5119
109,5795
109,3675
109,6102
109,483
109,8429
109,244
109,333
109,8213
109,3766
109,4578
109,5889
110,1394
110,1069
110,2549
110,5795
110,2868
110,2161
110,6102
110,6735
110,4690
110,5119
110,1710
110,12
110,1404
110,741
110,3815
110,1662
110,291
110,7768
110,6987
110,482
114,6102
114,1404
114,1069
114,2868
114,12
114,3675
114,2161
114,5119
114,1710
114,2549
114,5795
114,1394
114,6735
114,8270
114,1662
114,5889
114,3764
114,3815
114,43
114,2189
119,2549
119,6735
119,696
119,12
119,1710
119,4690
119,483
119,1394
119,1069
119,2868
119,2161
119,6102
119,5795
119,5119
119,1404
119,8270
119,6378
119,506
119,5889
119,1275
124,12
124,2868
124,1394
124,2549
124,483
124,1710
124,1404
124,2161
124,3675
124,6735
124,1069
124,5119
124,4690
124,5795
124,696
124,1662
124,6378
124,5155
124,8324
124,939
128,1710
128,1404
128,1069
128,4690
128,2868
128,6735
128,5119
128,2161
128,12
128,6102
128,2549
128,5795
128,696
128,1394
128,1180
128,6378
128,3766
128,2505
128,838
128,2071
137,2549
137,12
137,1404
137,2161
137,1069
137,696
137,483
137,5119
137,4690
137,3675
137,6102
137,2868
137,1394
137,5795
137,6735
137,8270
137,5889
137,3625
137,2505
137,205
140,696
140,5795
140,2549
140,1404
140,2868
140,2161
140,12
140,6102
140,1069
140,5119
140,6735
140,8398
140,1180
140,5889
140,1894
140,2395
140,3120
140,2895
140,5881
140,8205
144,1710
144,5119
144,6735
144,696
144,483
144,1069
144,1394
144,2549
144,4690
144,1404
144,12
144,3675
144,5795
144,2161
144,2868
144,8429
144,2495
144,5785
144,244
144,735
147,6735
147,2868
147,1069
147,5795
147,2161
147,5119
147,2549
147,1710
147,6102
147,12
147,1394
147,4690
147,1404
147,3675
147,8270
147,8508
147,3051
147,5108
147,7868
147,8452
152,2549
152,5795
152,6735
152,2868
152,6102
152,5119
152,1404
152,12
152,1069
152,2161
152,3903
152,8508
152,4318
152,7868
152,59
152,1087
152,6182
152,5889
152,8225
152,6987
158,5365
158,421
158,678
158,7791
158,39
158,6378
158,5165
158,1844
158,859
158,1081
158,760
158,5001
158,1560
158,5086
158,1103
158,1603
158,539
158,982
158,2271
158,1052
161,6735
161,1069
161,2549
161,12
161,1404
161,5795
161,447
161,1053
161,2813
161,3383
161,8485
161,4700
161,662
161,438
161,1325
161,506
161,421
161,583
161,2317
161,2030
167,6735
167,2549
167,2161
167,3675
167,12
167,5795
167,483
167,2868
167,696
167,1404
167,5119
167,6102
167,1710
167,1069
167,8270
167,8017
167,8323
167,8388
167,5374
167,324
173,2868
173,669
173,2505
173,827
173,4166
173,698
173,662
173,2912
173,7164
173,3803
173,650
173,2707
173,1342
173,6959
173,450
173,483
173,11
173,2839
173,1538
173,725
176,6735
176,2549
176,1069
176,1404
176,5795
176,6102
176,244
176,6378
176,5881
176,5889
176,990
176,983
176,1325
176,7650
176,22
176,941
176,974
176,4031
176,1841
176,662
182,5795
182,2161
182,1404
182,1394
182,4690
182,1710
182,1069
182,12
182,2549
182,2868
182,483
182,6102
182,5119
182,6735
182,718
182,4920
182,3764
182,2189
182,8270
182,4566
194,2161
194,2868
194,3675
194,2707
194,3803
194,7914
194,1069
194,4690
194,6102
194,662
194,12
194,1538
194,2549
194,2020
194,47
194,5889
194,5795
194,515
194,884
194,1404
195,2161
195,1404
195,2868
195,1069
195,1710
195,2037
195,815
195,391
195,8270
195,4369
195,371
195,1035
195,1179
195,1004
195,7286
195,5814
195,2502
195,6202
195,5644
195,2999
197,6102
197,1404
197,2549
197,1069
197,1710
197,5795
197,6735
197,646
197,1841
197,2662
197,6378
197,1682
197,3051
197,3628
197,2644
197,5889
197,941
197,3766
197,6987
197,983
198,2868
198,12
198,1069
198,1404
198,5119
198,2161
198,2549
198,5795
198,1394
198,6102
198,6735
198,1083
198,1945
198,191
198,8485
198,447
198,1053
198,5889
198,990
198,760
199,2161
199,5795
199,2549
199,5119
199,1069
199,12
199,1404
199,2868
199,6102
199,6735
199,1007
199,8066
199,1180
199,2499
199,1126
199,2377
199,2145
199,1326
199,785
199,5685
210,1069
210,2549
210,1394
210,2868
210,5119
210,1710
210,12
210,5795
210,6735
210,1404
210,4690
210,6102
210,2161
210,1662
210,8066
210,275
210,8327
210,42
210,8270
210,6378
212,1404
212,1394
212,696
212,5795
212,12
212,2161
212,5119
212,483
212,2549
212,1710
212,2868
212,4690
212,6735
212,3675
212,1069
212,6102
212,8270
212,8324
212,5785
212,8341
216,696
216,5795
216,3675
216,1404
216,4690
216,1069
216,1394
216,2161
216,6102
216,6735
216,2868
216,2549
216,12
216,1710
216,5119
216,8270
216,3903
216,7868
216,1403
216,1653
221,5233
221,725
221,1902
221,591
221,5365
221,602
221,5660
221,1844
221,1045
221,1041
221,1228
221,5646
221,2912
221,2549
221,5685
221,5165
221,2938
221,8363
221,1103
221,366
222,5795
222,6735
222,1069
222,2549
222,3675
222,6102
222,1394
222,1710
222,12
222,2868
222,1404
222,2161
222,4690
222,5119
222,8270
222,3903
222,4578
222,7868
222,8508
222,1224
224,344
224,6735
224,389
224,545
224,591
224,6557
224,982
224,2450
224,90
224,4369
224,450
224,915
224,8429
224,6738
224,2734
224,3480
224,4700
224,619
224,1081
224,909
225,2549
225,5119
225,1069
225,1404
225,12
225,2868
225,5795
225,6735
225,2161
225,1394
225,7689
225,8270
225,576
225,5889
225,1151
225,982
225,1342
225,2395
225,456
225,1695
231,5795
231,2549
231,2868
231,6102
231,2161
231,5119
231,1404
231,12
231,6735
231,1069
231,3903
231,2505
231,7868
231,8508
231,1362
231,239
231,1665
231,5889
231,5445
231,784
238,1710
238,2868
238,2161
238,6102
238,6735
238,1069
238,1404
238,3675
238,2549
238,8270
238,4359
238,759
238,6987
238,4356
238,31
238,8508
238,3214
238,2567
238,251
238,603
243,6735
243,12
243,2549
243,1404
243,6102
243,5795
243,2868
243,1069
243,8017
243,8323
243,8462
243,4702
243,1539
243,677
243,2813
243,1463
243,8388
243,1017
243,744
243,2192
249,1069
249,2549
249,4690
249,2868
249,12
249,5795
249,1404
249,1710
249,5119
249,1394
249,2161
249,6735
249,1053
249,1662
249,6561
249,2071
249,1880
249,691
249,4185
249,2395
252,2868
252,483
252,5795
252,1069
252,2549
252,1394
252,6102
252,1710
252,5119
252,4690
252,1404
252,2161
252,6735
252,12
252,696
252,8429
252,244
252,5785
252,7791
252,333
254,2161
254,2549
254,5795
254,6735
254,5119
254,1069
254,696
254,2868
254,12
254,6102
254,1404
254,2317
254,1028
254,1524
254,520
254,456
254,3214
254,5889
254,1919
254,909
262,2868
262,5119
262,696
262,6102
262,3675
262,2161
262,6735
262,5795
262,483
262,2549
262,1404
262,1069
262,8270
262,8212
262,1809
262,3471
262,8323
262,8462
262,4660
262,971
263,5119
263,2549
263,5795
263,6735
263,2161
263,12
263,1404
263,1069
263,627
263,1493
263,8017
263,8323
263,8388
263,2149
263,288
263,2195
263,8270
263,1945
263,1735
263,8402
266,3124
266,915
266,591
266,5834
266,554
266,8213
266,6508
266,1045
266,3849
266,1816
266,1538
266,5660
266,735
266,1052
266,5365
266,1012
266,5889
266,3480
266,1067
266,2812
268,6102
268,5795
268,4690
268,1404
268,2868
268,12
268,1710
268,2549
268,1069
268,5119
268,2161
268,1394
268,6735
268,483
268,696
268,8270
268,6416
268,6378
268,506
268,479
269,1404
269,1069
269,2131
269,1088
269,2450
269,5899
269,1339
269,7014
269,1603
269,3766
269,983
269,259
269,3526
269,479
269,2912
269,1629
269,6498
269,2041
269,8270
269,1247
270,6735
270,1069
270,2161
270,1404
270,4690
270,5119
270,12
270,5795
270,2549
270,8419
270,360
270,5889
270,827
270,983
270,479
270,4361
270,1697
270,8429
270,3766
270,7014
271,1404
271,5795
271,6735
271,2549
271,1069
271,1325
271,583
271,2317
271,1778
271,2030
271,5149
271,3764
271,7105
271,2189
271,3133
271,983
271,479
271,499
271,785
271,5914
274,5795
274,4690
274,1069
274,12
274,1404
274,1710
274,5119
274,6735
274,2868
274,2161
274,1394
274,4141
274,6233
274,8270
274,1662
274,4060
274,6378
274,1525
274,333
274,884
275,450
275,2734
275,8222
275,1809
275,1059
275,982
275,3240
275,3124
275,4369
275,6660
275,2938
